ads_name,property_type,apartment_name,area,region,city,latitude,longitude,bedrooms,bathrooms,size,is_furnished,capacity,rating,yearly_price,property_management_type
Strategic Location Gading Greenhill 2BR Apartment By Travelio,apartment,Apartemen Gading Greenhill,Kelapa Gading,DKI Jakarta,Jakarta,-6.147627141545745,106.91625773906708,2,1,48.37,Full Furnished,4,5.0,41312070,TPM
Restful 2BR Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.0420121,106.692587,2,1,36.0,Full Furnished,3,5.0,28000000,TPM
Cozy and Homey 2BR Fatmawati City Center Apartment By Travelio,apartment,Apartemen Fatmawati City Center,Fatmawati,DKI Jakarta,Jakarta,-6.29282957348259,106.79797232151031,2,1,49.0,Full Furnished,4,,101800000,TPM
Comfortable 1BR at Sky Terrace Apartment By Travelio,apartment,Apartemen Sky Terrace,Jakarta Barat,DKI Jakarta,Jakarta,-6.151301957685768,106.71291410923004,1,1,35.7,Full Furnished,2,,40000000,TPM
Studio Unfurnished at 21th Floor Puri Mansion Apartment with AC By Travelio,apartment,Apartemen Puri Mansion,Kembangan,DKI Jakarta,Jakarta,-6.181152895972963,106.72348737716675,Studio,1,21.0,Unfurnished,2,5.0,22999999,REALTY
Cozy Room 1BR Apartment Gray Tower Sentra Timur Residence By Travelio,apartment,Apartemen Sentra Timur Residence,Pulo Gebang,DKI Jakarta,Jakarta,-6.208359676566506,106.94784879684448,1,1,30.0,Full Furnished,2,4.9,21300000,TPM
Alluring 2BR at Bassura City Apartment near Mall By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,28.67,Full Furnished,3,5.0,34877500,TPM
Comfortable and Minimalist Studio Apartment at Woodland Park Residence By Travelio,apartment,Apartemen Woodland Park Residence,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.255375586080595,106.85642838478088,Studio,1,27.79,Full Furnished,2,4.7,43375000,TPM
Modern Look and Comfortable 2BR Green Pramuka City Apartment By Travelio,apartment,Apartemen Green Pramuka City,Cempaka Putih,DKI Jakarta,Jakarta,-6.188552,106.87484,2,1,33.0,Full Furnished,3,5.0,34477857,TPM
Best Deal and Tidy 2BR Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042433,106.692248,2,1,36.0,Full Furnished,3,,30375000,TPM
Good Deal and Homey 1BR Tifolia Apartment By Travelio,apartment,Apartemen Tifolia,Pulo Gadung,DKI Jakarta,Jakarta,-6.175355641424881,106.89269319176674,1,1,32.0,Full Furnished,2,,38000000,TPM
Comfort Designed 2BR at Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042433,106.692248,2,1,36.0,Full Furnished,3,,34660714,TPM
Modern Look and Homey Studio Apartment Elpis Residence By Travelio,apartment,Apartemen Elpis Residence,Gunung Sahari,DKI Jakarta,Jakarta,-6.14893919782829,106.83648347854614,Studio,1,23.35,Full Furnished,1,5.0,28000000,TPM
Fancy and Nice Studio at West Vista Apartment By Travelio,apartment,Apartemen West Vista,Duri Kosambi,DKI Jakarta,Jakarta,-6.158109,106.726681,Studio,1,34.13,Full Furnished,2,5.0,41000000,TPM
Elegant and Comfortable 1BR Apartment Casa Grande Residence By Travelio,apartment,Apartemen Casa Grande Residence,Casablanca,DKI Jakarta,Jakarta,-6.223437,106.841813,1,1,49.0,Full Furnished,2,5.0,125000000,TPM
Brand New and Cozy 1BR Lexington Apartment By Travelio,apartment,Apartemen Lexington,Bintaro,DKI Jakarta,Jakarta,-6.273484370528961,106.76678359508514,1,1,56.0,Full Furnished,2,4.8,62400000,TPM
Modern Studio at Green Pramuka City Apartment By Travelio,apartment,Apartemen Green Pramuka City,Cempaka Putih,DKI Jakarta,Jakarta,-6.188552,106.87484,Studio,1,21.0,Full Furnished,2,5.0,28910680,TPM
Modern 2BR City Home Gading Riverview (MOI) Apartment with Sofa Bed By Travelio,apartment,Apartemen City Home Gading Riverview (MOI),Kelapa Gading,DKI Jakarta,Jakarta,-6.150357921710942,106.89038515090942,2,1,45.0,Full Furnished,3,4.9,50780000,TPM
High Floor and Strategic Studio at Puri Orchard Apartment By Travelio,apartment,Apartemen Puri Orchard,Cengkareng,DKI Jakarta,Jakarta,-6.166091635602988,106.72925412654877,Studio,1,26.0,Full Furnished,2,5.0,30375000,TPM
Nice Comfortable 2BR Apartment at Bassura City By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,48.4,Full Furnished,3,5.0,47000000,TPM
Cozy Stay Studio Room at Osaka Riverview PIK 2 Apartment By Travelio,apartment,Apartemen Osaka Riverview PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.057847,106.678564,Studio,1,14.16,Full Furnished,2,5.0,21000000,TPM
Comfort and Wonderful 1BR at Green Bay Pluit Apartment By Travelio,apartment,Apartemen Green Bay Pluit,Pluit,DKI Jakarta,Jakarta,-6.109138720352675,106.77918076515198,1,1,35.5,Full Furnished,2,,32375000,TPM
Cozy Living Studio Apartment at High Floor Tokyo Riverside PIK 2 By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.0420121,106.692587,Studio,1,21.0,Full Furnished,3,5.0,25000000,TPM
Tidy Studio Unfurnished with AC at Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042278788605511,106.69157981872559,Studio,1,21.0,Unfurnished,2,,12500000,REALTY
Unfurnished with AC 2BR at Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,34.0,Unfurnished,4,5.0,26799999,REALTY
Cozy Living and Homey Studio Osaka Riverview PIK 2 Apartment By Travelio,apartment,Apartemen Osaka Riverview PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.057850308437956,106.6785603761673,Studio,1,14.16,Full Furnished,2,,15334286,TPM
Beautiful and Luxury 2BR Apartment at St. Moritz By Travelio,apartment,Apartemen St. Moritz Puri,Puri Indah,DKI Jakarta,Jakarta,-6.187120748508719,106.74012243747711,2,1,82.0,Full Furnished,4,4.9,120000000,TPM
Comfy and Modern Look 2BR at Thamrin Executive Apartment By Travelio,apartment,Apartemen Thamrin Executive,Thamrin,DKI Jakarta,Jakarta,-6.196054,106.816511,2,1,77.13,Full Furnished,3,,90250000,TPM
Tidy and Comfy Studio at Osaka Riverview PIK 2 Apartment By Travelio,apartment,Apartemen Osaka Riverview PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.0578449739756275,106.6785603761673,Studio,1,14.16,Full Furnished,2,5.0,15434286,TPM
Elegant and Comfort 2BR Apartment at Vittoria Residence By Travelio,apartment,Apartemen Vittoria Residence,Cengkareng,DKI Jakarta,Jakarta,-6.15721681158754,106.73606425523758,2,1,42.49,Full Furnished,4,,35799290,TPM
Comfort Stay Studio Apartment at Tokyo Riverside PIK 2 By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.0424281578319485,106.69224500656128,Studio,1,21.0,Full Furnished,2,,20300000,TPM
Classic and Homey 2BR at Setiabudi Skygarden Apartment By Travelio,apartment,Apartemen Setiabudi Skygarden,Setiabudi,DKI Jakarta,Jakarta,-6.215593782724302,106.8286406993866,2,2,73.0,Full Furnished,3,5.0,123350000,TPM
Elegant and Nice Studio at Tamansari Semanggi Apartment By Travelio,apartment,Apartemen Tamansari Semanggi,Semanggi,DKI Jakarta,Jakarta,-6.226473,106.819157,Studio,1,32.84,Full Furnished,2,5.0,53480182,TPM
Compact and Tidy Studio at Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042071,106.691986,Studio,1,21.0,Full Furnished,2,,20300000,TPM
Homey and Nice 2BR at Semanggi Apartment By Travelio,apartment,Apartemen Semanggi,Kebayoran Baru,DKI Jakarta,Jakarta,-6.202314735391745,106.80170059204102,2,1,62.61,Full Furnished,4,5.0,63550000,TPM
Spacious and Comfort Stay 3BR Green Bay Pluit Apartment By Travelio,apartment,Apartemen Green Bay Pluit,Pluit,DKI Jakarta,Jakarta,-6.108615992663808,106.77899301052094,3,1,49.82,Full Furnished,4,,42250000,TPM
Minimalist Unfurnished Studio with AC at Green Park View Apartment By Travelio,apartment,Apartemen Green Park View,Duri Kosambi,DKI Jakarta,Jakarta,-6.155526,106.719291,Studio,1,23.75,Unfurnished,2,5.0,22000000,REALTY
Unfurnished Studio with AC at 23th Floor The Mansion Kemayoran Apartment By Travelio,apartment,Apartemen The Mansion Kemayoran,Kemayoran,DKI Jakarta,Jakarta,-6.148443176931242,106.85455620288849,Studio,1,40.0,Unfurnished,2,5.0,33999999,REALTY
2BR Spacious Sudirman Tower Condominium Apartment Semanggi By Travelio,apartment,Apartemen Sudirman Tower Condominium,Semanggi,DKI Jakarta,Jakarta,-6.219914733814355,106.81601151823997,2,2,90.0,Full Furnished,4,4.8,99953846,TPM
Comfort Living Studio at Bellevue Place MT Haryono Apartment By Travelio,apartment,Apartemen Bellevue Place MT Haryono,Tebet,DKI Jakarta,Jakarta,-6.242428,106.853901,Studio,1,30.99,Full Furnished,2,5.0,55000000,TPM
Comfort 1BR at Cosmo Terrace Thamrin Apartment By Travelio,apartment,Apartemen Cosmo Terrace Thamrin,Thamrin,DKI Jakarta,Jakarta,-6.194309814711791,106.81474685668945,1,1,35.79,Full Furnished,2,5.0,59000000,TPM
Easy Access to The Mall and Exclusive 2BR Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,50.0,Full Furnished,4,4.9,75587460,TPM
Best Location with 2BR at Sudirman Park Apartment By Travelio,apartment,Apartemen Sudirman Park,Sudirman,DKI Jakarta,Jakarta,-6.205391877764738,106.81696772575378,2,1,46.0,Full Furnished,3,5.0,68437428,TPM
Nice and New Studio at Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.0420121,106.692587,Studio,1,23.0,Full Furnished,2,5.0,20680952,TPM
Minimalist 2BR Osaka Riverview PIK 2 Apartment (No Living Room) By Travelio,apartment,Apartemen Osaka Riverview PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.057847,106.678564,2,1,25.8,Full Furnished,3,,22300000,TPM
Strategic and Simply 2BR at Menteng Square Apartment By Travelio,apartment,Apartemen Menteng Square,Menteng,DKI Jakarta,Jakarta,-6.20023485429095,106.85228705406189,2,1,40.0,Full Furnished,4,5.0,44601852,TPM
Best Price 2BR Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,30.25,Full Furnished,3,5.0,37402500,TPM
Modern Look and Comfy 1BR at 16th Floor Puri Orchard Apartment By Travelio,apartment,Apartemen Puri Orchard,Cengkareng,DKI Jakarta,Jakarta,-6.166091635602988,106.72925412654877,1,1,35.2,Full Furnished,2,,49390000,TPM
New Furnished Studio Apartment at Puri Mansion By Travelio,apartment,Apartemen Puri Mansion,Kembangan,DKI Jakarta,Jakarta,-6.181152895972963,106.72348737716675,Studio,1,26.0,Full Furnished,2,4.7,33226190,TPM
Best Deal and Homey 2BR Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042071,106.691986,2,1,38.0,Full Furnished,3,,30958333,TPM
Modern with City View at Studio Puri Mansion Apartment By Travelio,apartment,Apartemen Puri Mansion,Kembangan,DKI Jakarta,Jakarta,-6.181152895972963,106.72348737716675,Studio,1,25.0,Full Furnished,2,5.0,32930952,TPM
Nice and Comfort Stay Studio Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.0424281578319485,106.69224500656128,Studio,1,21.0,Full Furnished,2,,32000000,TPM
2BR Unfurnished with AC at Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,34.47,Unfurnished,4,,26837046,REALTY
Unfurnished 2BR with AC at 27th Floor Green Pramuka City Apartment By Travelio,apartment,Apartemen Green Pramuka City,Cempaka Putih,DKI Jakarta,Jakarta,-6.188552,106.87484,2,1,33.0,Unfurnished,4,,27249999,REALTY
Comfort Studio (No Kitchen) at Signature Park Tebet Apartment By Travelio,apartment,Apartemen Signature Park Tebet,Tebet,DKI Jakarta,Jakarta,-6.242611,106.854577,Studio,1,23.8,Full Furnished,2,5.0,43438182,TPM
Strategic and Best Deal 2BR at Kalibata City Apartment By Travelio,apartment,Apartemen Kalibata City,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.25698199288882,106.85088761150837,2,1,33.6,Full Furnished,4,5.0,42000000,TPM
Minimalist Unfurnished 3BR with AC at Puri Mansion Apartment By Travelio,apartment,Apartemen Puri Mansion,Kembangan,DKI Jakarta,Jakarta,-6.181152895972963,106.72348737716675,3,2,63.0,Unfurnished,6,,54999999,REALTY
Restful and Cozy Stay 1BR Apartment Pejaten Park Residence By Travelio,apartment,Apartemen Pejaten Park Residence,Pasar Minggu,DKI Jakarta,Jakarta,-6.282251,106.826747,1,1,43.69,Full Furnished,2,,60755068,TPM
Minimalist 2BR Bassura City Apartment Direct Access to Bassura City Mall By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,2,1,34.37,Full Furnished,3,4.8,45000000,TPM
Comfy and Homey 2BR Kalibata City Apartment By Travelio,apartment,Apartemen Kalibata City,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.25698199288882,106.85088761150837,2,1,33.8,Full Furnished,3,5.0,35000000,TPM
Elegant Studio with Pool and Sea View at Gold Coast Apartment By Travelio,apartment,Apartemen Gold Coast,Pantai Indah Kapuk,DKI Jakarta,Jakarta,-6.10186,106.738439,Studio,1,28.0,Full Furnished,2,5.0,62797706,TPM
Nice and Elegant 2BR at Gandaria Heights Apartment By Travelio,apartment,Apartemen Gandaria Heights,Gandaria,DKI Jakarta,Jakarta,-6.24408,106.784516,2,2,94.0,Full Furnished,3,,180000000,TPM
Warm and Stylish 1BR Apartment at Taman Anggrek Residence By Travelio,apartment,Apartemen Taman Anggrek Residence,Tanjung Duren Selatan,DKI Jakarta,Jakarta,-6.179958250736429,106.79101467132568,1,1,38.0,Full Furnished,2,5.0,61328996,TPM
Cozy and Strategic 2BR Apartment at Green Pramuka City near Mall By Travelio,apartment,Apartemen Green Pramuka City,Cempaka Putih,DKI Jakarta,Jakarta,-6.188552,106.87484,2,1,33.0,Full Furnished,4,,33642857,TPM
Studio Unfurnished with AC at 31th Floor Bassura City Apartment By Travelio,apartment,Apartemen Bassura City,Jatinegara,DKI Jakarta,Jakarta,-6.22276,106.88039,Studio,1,20.34,Unfurnished,2,5.0,23783553,REALTY
Cozy 2BR with Working Room at Apartment Aspen Residence By Travelio,apartment,Apartemen Aspen Residence,Fatmawati,DKI Jakarta,Jakarta,-6.303393,106.79602,2,2,90.45,Full Furnished,3,4.8,87150000,TPM
Relaxing 2BR at Grand Palace Kemayoran Apartment By Travelio,apartment,Apartemen Grand Palace Kemayoran,Kemayoran,DKI Jakarta,Jakarta,-6.160694224255892,106.85292541980743,2,2,116.43,Full Furnished,3,5.0,50000000,TPM
Cozy Studio Puri Orchard Apartment in Strategic Location By Travelio,apartment,Apartemen Puri Orchard,Cengkareng,DKI Jakarta,Jakarta,-6.166091635602988,106.72925412654877,Studio,1,26.0,Full Furnished,2,4.8,30375000,TPM
Nice and Spacious 2BR Apartment at Green Pramuka City By Travelio,apartment,Apartemen Green Pramuka City,Cempaka Putih,DKI Jakarta,Jakarta,-6.188552,106.87484,2,1,33.0,Full Furnished,4,4.5,32932857,TPM
Spacious 2BR with Extra Room at Sherwood Kelapa Gading Apartment By Travelio,apartment,Apartemen Sherwood Kelapa Gading,Kelapa Gading,DKI Jakarta,Jakarta,-6.15205931866836,106.90827012062073,2,2,94.0,Full Furnished,3,,116750000,TPM
Comfortable and Minimalist Studio at Amethyst Apartment By Travelio,apartment,Apartemen Amethyst,Gunung Sahari,DKI Jakarta,Jakarta,-6.144852,106.838775,Studio,1,31.0,Full Furnished,2,5.0,35382407,TPM
Minimalist 2BR Unfurnished with AC at Kalibata City Apartment By Travelio,apartment,Apartemen Kalibata City,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.25702,106.85343,2,1,33.8,Unfurnished,4,,34000000,REALTY
Unfurnished 1BR with AC at 31st Floor Gold Coast Apartment By Travelio,apartment,Apartemen Gold Coast,Pantai Indah Kapuk,DKI Jakarta,Jakarta,-6.10158,106.737885,1,1,29.0,Unfurnished,2,,50999999,REALTY
Cozy and Elegant 1BR Apartment at Mediterania Boulevard By Travelio,apartment,Apartemen Mediterania Boulevard,Kemayoran,DKI Jakarta,Jakarta,-6.155359426550174,106.85182437300682,1,1,54.0,Full Furnished,2,4.4,41625000,TPM
Fully Furnished with Comfortable Design 1BR Apartment at Pejaten Park Residence By Travelio,apartment,Apartemen Pejaten Park Residence,Pasar Minggu,DKI Jakarta,Jakarta,-6.282077291316199,106.82681143283844,1,1,41.39,Full Furnished,2,5.0,70000000,TPM
Homey and Tidy 2BR Seasons City Apartment By Travelio,apartment,Apartemen Seasons City Latumenten,Tambora,DKI Jakarta,Jakarta,-6.153643373009246,106.79620742797852,2,1,41.5,Full Furnished,3,,49689177,TPM
Relax and Comfy 2BR Green Park View Apartment By Travelio,apartment,Apartemen Green Park View,Duri Kosambi,DKI Jakarta,Jakarta,-6.155526,106.719291,2,1,35.25,Full Furnished,3,5.0,29557778,TPM
Simply Homey 2BR Pancoran Riverside Apartment By Travelio,apartment,Apartemen Pancoran Riverside,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.251460865331976,106.86169993132353,2,1,32.0,Full Furnished,3,4.9,33375000,TPM
Luxury 3BR Apartment at Sudirman Tower Condominium By Travelio,apartment,Apartemen Sudirman Tower Condominium,Semanggi,DKI Jakarta,Jakarta,-6.219914733814355,106.81601151823997,3,2,92.0,Full Furnished,4,4.9,136877778,TPM
Classy 2BR Apartment at Menteng Park with City View By Travelio,apartment,Apartemen Menteng Park,Menteng,DKI Jakarta,Jakarta,-6.1908806210051495,106.84015274047852,2,1,61.0,Full Furnished,3,4.9,107478302,TPM
Homey and Nice 1BR Apartment at Tifolia By Travelio,apartment,Apartemen Tifolia,Pulo Gadung,DKI Jakarta,Jakarta,-6.175355641424881,106.89269185066223,1,1,32.0,Full Furnished,2,,33300000,TPM
Nice and Homey Studio Room at Green Pramuka City Apartment By Travelio,apartment,Apartemen Green Pramuka City,Cempaka Putih,DKI Jakarta,Jakarta,-6.188552,106.87484,Studio,1,24.0,Full Furnished,2,5.0,28885777,TPM
Comfort Living 2BR at Green Bay Condominium Apartment By Travelio,apartment,Apartemen Green Bay Condominium,Pluit,DKI Jakarta,Jakarta,-6.108028,106.778959,2,1,70.88,Full Furnished,6,5.0,120000000,TPM
Minimalist 2BR Pancoran Riverside Apartment By Travelio ,apartment,Apartemen Pancoran Riverside,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.251460865331976,106.86169993132353,2,1,32.0,Full Furnished,3,4.8,33375000,TPM
Cozy and Simple 2BR at Kalibata City Apartment near Kalibata Station By Travelio,apartment,Apartemen Kalibata City,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.25698199288882,106.85088761150837,2,1,33.8,Full Furnished,3,4.9,34660714,TPM
Affordable Price 2BR Green Pramuka City Apartment By Travelio,apartment,Apartemen Green Pramuka City,Cempaka Putih,DKI Jakarta,Jakarta,-6.188552,106.87484,2,1,33.0,Full Furnished,3,5.0,32167857,TPM
Unfurnished 2BR at 25th Floor Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.042433,106.692248,2,1,36.0,Unfurnished,4,,17000000,REALTY
2BR Unfurnished 16th Floor Pancoran Riverside Apartment with AC By Travelio,apartment,Apartemen Pancoran Riverside,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.251460865331976,106.86169993132353,2,1,35.0,Unfurnished,4,5.0,28349989,REALTY
Simply Unfurnished Studio 37th Floor Tokyo Riverside PIK 2 Apartment By Travelio,apartment,Apartemen Tokyo Riverside PIK 2,PIK 2,DKI Jakarta,Jakarta,-6.0424281578319485,106.69224500656128,Studio,1,21.0,Unfurnished,2,,10000000,REALTY
Spacious and Comfy 2BR Nifarro Park Apartment By Travelio,apartment,Apartemen Nifarro Park,Pasar Minggu,DKI Jakarta,Jakarta,-6.263363578451597,106.84415861964226,2,1,51.0,Full Furnished,3,5.0,66913333,TPM
Comfortable and Nice 2BR Apartment at Gading Nias Residence By Travelio,apartment,Apartemen Gading Nias Residence,Kelapa Gading,DKI Jakarta,Jakarta,-6.153782044208278,106.91722869873047,2,1,35.0,Full Furnished,3,,26334483,TPM
Great Deal and Comfy 2BR Apartment Vittoria Residence By Travelio,apartment,Apartemen Vittoria Residence,Cengkareng,DKI Jakarta,Jakarta,-6.15721681158754,106.73606425523758,2,1,42.49,Full Furnished,3,5.0,35674290,TPM
Spacious 2BR Unfurnished with AC at Paladian Park Kelapa Gading Apartment By Travelio,apartment,Apartemen Paladian Park Kelapa Gading,Kelapa Gading,DKI Jakarta,Jakarta,-6.151665670979287,106.89621224692864,2,1,71.0,Unfurnished,4,,55000000,REALTY
Elegant 2BR Unfurnished with AC Apartment at Casablanca East Residences By Travelio,apartment,Apartemen Casablanca East Residences,Pondok Bambu,DKI Jakarta,Jakarta,-6.223912,106.898516,2,1,43.0,Unfurnished,4,,23054762,REALTY
Comfortable and Strategic 2BR at Kalibata City Apartment By Travelio,apartment,Apartemen Kalibata City,Pancoran/Kalibata,DKI Jakarta,Jakarta,-6.25698199288882,106.85088761150837,2,1,33.6,Full Furnished,4,5.0,33780000,TPM
Simple and Comfort 2BR with Extra Room at MT Haryono Square Apartment By Travelio,apartment,Apartemen MT Haryono Square,MT Haryono,DKI Jakarta,Jakarta,-6.244048944915794,106.86927147209644,2,2,54.75,Full Furnished,4,5.0,52458536,TPM
